shipment_id,carrier,origin_port,destination_port,transport_mode,status,goods_category,currency,created_date,eta_date,transit_hours,distance_km,weight_kg,volume_m3,value_usd,freight_cost_usd,num_containers,num_stops,delay_hours,risk_score,weather_severity,port_congestion,temperature_c,priority_level,insurance_required
SHP-100819978,Kuehne_Nagel,Melbourne,New_York,sea,At_Port,Chemicals,CNY,2022-04-25,2022-05-05,244.6,15930.2,1121.8,2.94,2992.42,24.21,14,3,0.0,0.3189,0.1581,0.4248,,4,True
SHP-103775509,COSCO,Chennai,Baltimore,air,In_Transit,Pharmaceuticals,CNY,2024-11-12,2024-11-14,60.9,11456.5,7047.4,11.37,701.11,19.56,18,1,0.0,0.2613,0.3713,0.5386,,1,True
SHP-104830846,MSC,Hamburg,Valencia,road,On_Schedule,Electronics,AED,2022-01-09,2022-01-17,209.5,2168.9,147.1,0.2,18471.2,123.03,4,0,0.0,0.2978,0.0412,0.2366,,3,True
SHP-100252151,HMM,Guangzhou,Savannah,sea,In_Transit,Machinery,USD,2023-02-04,2023-02-09,135.9,17124.2,233.0,0.29,20468.57,198.62,1,0,0.0,0.429,0.1314,0.4963,-7.2,1,True
SHP-103519180,MSC,Melbourne,Dubai,air,Critical_Delay,Electronics,CNY,2023-03-29,2023-03-31,50.3,7048.5,11356.4,16.24,1955.99,28.75,24,3,16.7,0.3258,0.122,0.5724,,2,True
SHP-101943717,Maersk,Port_Klang,Barcelona,sea,In_Transit,Raw_Materials,SGD,2023-10-29,2023-11-06,193.7,1899.2,20.3,0.03,14038.99,693.78,23,3,0.0,0.1098,0.1099,0.4701,4.3,1,False
SHP-100271285,Yang_Ming,Tokyo,Barcelona,air,On_Schedule,Textiles,SGD,2023-09-07,2023-09-08,38.4,10875.5,41888.6,149.02,284.79,10.21,4,4,0.0,0.2511,0.077,0.4334,,4,True
SHP-101835519,MSC,Mumbai,Felixstowe,sea,On_Schedule,Perishables,GBP,2022-02-20,2022-03-19,661.9,13478.3,534.4,0.86,884385.25,13366.39,19,5,0.0,0.2375,0.2326,0.2467,-1.1,2,True
SHP-100987826,MSC,Guangzhou,Genoa,sea,At_Port,Perishables,EUR,2022-09-05,2022-09-27,535.8,6681.1,3106.3,6.45,33688.33,1292.8,1,3,0.0,0.072,0.47,0.173,,4,True
SHP-103715213,Hapag-Lloyd,Guangzhou,Rotterdam,air,On_Schedule,Machinery,AED,2023-02-13,2023-02-15,65.8,7231.9,8309.9,10.79,637.98,21.08,24,5,0.0,0.2209,0.3314,0.1114,,2,True
SHP-101787524,UPS,Sydney,Sydney,air,In_Transit,Perishables,USD,2024-03-12,2024-03-13,41.8,3743.5,2385.2,3.38,752275.24,26129.97,13,0,0.0,0.2304,0.2712,0.175,,1,False
SHP-100601566,DB_Schenker,Tokyo,Le_Havre,sea,In_Transit,Chemicals,EUR,2022-07-21,2022-08-11,526.5,16355.0,922.0,1.47,31191.76,956.34,18,3,0.0,0.0802,0.0166,0.1233,7.2,3,True
SHP-102809543,MSC,Port_Klang,Rotterdam,air,In_Transit,Food_Beverage,GBP,2023-01-14,2023-01-15,29.5,9334.1,169.8,0.24,30119.5,1979.03,6,4,0.0,0.1983,0.0333,0.1938,,2,False
SHP-104471938,ZIM,Hamburg,Miami,sea,In_Transit,Consumer_Goods,AED,2023-01-06,2023-01-21,372.4,18465.6,6337.0,22.21,46836.35,727.44,17,1,0.0,0.8112,0.175,0.3439,,2,False
SHP-100594066,ONE,Tokyo,Le_Havre,sea,On_Schedule,Electronics,CNY,2023-09-04,2023-10-03,708.4,13979.4,78.0,0.16,13503.45,877.32,6,3,0.0,0.3143,0.0273,0.1215,,1,True
SHP-101309808,Evergreen,Chennai,Baltimore,sea,Delayed,Chemicals,SGD,2023-03-10,2023-03-29,458.7,1628.7,55019.9,87.41,4139.82,96.0,13,1,10.5,0.0336,0.0725,0.4133,,4,True
SHP-104312720,Maersk,Ningbo,Savannah,sea,On_Schedule,Raw_Materials,GBP,2024-08-08,2024-08-18,255.4,4529.4,7405.3,12.08,49112.56,1810.34,19,1,0.0,0.2098,0.1033,0.3792,26.1,2,False
SHP-102501422,ONE,Busan,Singapore,sea,At_Port,Chemicals,SGD,2024-03-19,2024-04-06,434.8,1146.4,5098.5,7.33,29902.89,2373.39,8,1,0.0,0.4942,0.0457,0.5382,-11.7,1,False
SHP-104704661,Hapag-Lloyd,Tanjung_Pelepas,Miami,sea,In_Transit,Automotive,AED,2023-06-24,2023-07-21,661.5,2797.3,1326.7,3.58,207897.13,9583.84,22,4,0.0,0.1741,0.3724,0.203,,3,True
SHP-102608419,ONE,Shanghai,Mumbai,sea,In_Transit,Electronics,GBP,2024-02-24,2024-03-11,387.9,12552.7,325.2,0.49,3843255.8,292881.59,16,1,0.0,0.3944,0.1645,0.3226,14.3,2,True
SHP-101626863,Kuehne_Nagel,Sydney,Miami,air,Delayed,Pharmaceuticals,CNY,2023-05-14,2023-05-16,70.6,11261.8,947.2,3.04,1812.68,17.94,19,5,5.3,0.223,0.1643,0.1554,-16.9,3,True
SHP-104686593,Hapag-Lloyd,Chennai,Valencia,sea,In_Transit,Raw_Materials,SGD,2024-03-23,2024-04-03,284.3,2476.7,2859.5,4.03,49048.03,281.41,4,1,0.0,0.0186,0.1018,0.026,,2,False
SHP-100567747,MSC,Felixstowe,Hamburg,air,In_Transit,Automotive,SGD,2023-07-09,2023-07-11,49.7,7080.1,3480.8,6.28,5199.86,195.8,11,0,0.0,0.175,0.1981,0.1,,4,True
SHP-104050664,DB_Schenker,Shanghai,Sydney,rail,Customs_Hold,Pharmaceuticals,AED,2024-03-03,2024-03-05,62.4,5630.1,210.1,0.27,8549.6,395.53,19,1,0.0,0.1818,0.1221,0.2255,25.8,2,False
SHP-102206137,Kuehne_Nagel,Melbourne,Hamburg,sea,On_Schedule,Perishables,USD,2023-11-21,2023-12-10,476.9,21426.3,7328.3,23.51,37513.82,2072.06,14,0,0.0,0.5009,0.0746,0.3013,,2,True
SHP-100836245,HMM,Sydney,Antwerp,sea,Critical_Delay,Consumer_Goods,USD,2022-07-26,2022-08-03,209.6,3397.4,1376.9,3.6,3992.15,86.69,16,1,4.3,0.3861,0.082,0.3365,,4,True
SHP-104727092,Yang_Ming,Ningbo,Dubai,air,On_Schedule,Food_Beverage,GBP,2024-12-19,2024-12-21,71.3,14012.2,2211.5,5.47,2346.51,154.19,18,1,0.0,0.3623,0.0462,0.2627,,4,True
SHP-100843097,COSCO,Colombo,Singapore,rail,In_Transit,Electronics,AED,2023-03-26,2023-04-01,149.2,2549.4,45.0,0.07,15482.24,165.13,16,5,0.0,0.331,0.0961,0.1341,,3,False
SHP-102620845,Maersk,Ningbo,Bremen,sea,In_Transit,Perishables,AED,2023-04-03,2023-04-18,368.9,9349.7,150305.4,289.96,326712.71,19555.71,13,3,0.0,0.2608,0.3675,0.1468,,4,True
SHP-101415289,DHL,Dubai,Miami,sea,On_Schedule,Pharmaceuticals,EUR,2023-02-23,2023-02-27,107.2,5228.3,2215.7,4.5,1519482.23,92526.96,10,3,0.0,0.4549,0.005,0.3324,,2,False
SHP-100385687,Yang_Ming,Rotterdam,Felixstowe,sea,At_Port,Automotive,SGD,2022-01-14,2022-02-02,476.7,11481.7,4037.5,8.16,36397.49,1547.66,5,4,0.0,0.3525,0.1855,0.4298,,3,False
SHP-101877735,UPS,Jebel_Ali,Felixstowe,sea,Customs_Hold,Pharmaceuticals,CNY,2024-09-23,2024-10-04,271.0,14052.1,3045.4,8.22,6950.35,523.96,23,5,0.0,0.1845,0.1148,0.6558,,2,True
SHP-104846523,Kuehne_Nagel,Felixstowe,Hamburg,sea,In_Transit,Perishables,USD,2023-01-05,2023-01-12,189.4,16351.8,439.9,1.11,4023.73,150.86,3,0,0.0,0.4415,0.3096,0.0611,,2,True
SHP-104365266,DHL,Ningbo,Barcelona,sea,On_Schedule,Perishables,CNY,2024-06-10,2024-07-09,702.4,16881.4,104.5,0.25,472755.61,20208.88,11,5,0.0,0.4755,0.1304,0.0769,,4,False
SHP-101547755,MSC,Busan,Piraeus,sea,At_Port,Raw_Materials,USD,2022-10-27,2022-11-20,596.3,14338.4,841.2,1.11,105672.45,5143.32,5,1,0.0,0.5855,0.1754,0.4286,,3,False
SHP-102777124,Maersk,Hamburg,Houston,air,At_Port,Consumer_Goods,GBP,2024-08-16,2024-08-17,33.1,3266.4,408.0,0.67,8981.69,296.11,2,4,0.0,0.1465,0.1434,0.3294,14.2,2,True
SHP-104881702,ONE,Antwerp,Piraeus,air,In_Transit,Chemicals,CNY,2024-01-19,2024-01-21,70.4,7402.4,2683.7,4.78,69887.17,1770.5,10,1,0.0,0.2961,0.198,0.4419,,3,False
SHP-100717828,FedEx,Guangzhou,Antwerp,road,On_Schedule,Textiles,AED,2024-10-16,2024-10-20,116.5,2268.1,12109.7,20.32,14626.23,384.71,3,1,0.0,0.5662,0.0526,0.2339,,2,True
SHP-100034557,Hapag-Lloyd,Busan,Valencia,rail,Delayed,Consumer_Goods,GBP,2024-09-25,2024-09-30,122.9,6719.6,20314.6,49.11,6811.79,512.81,14,1,36.7,0.296,0.1869,0.0626,,1,False
SHP-102277236,COSCO,Tokyo,Miami,air,At_Port,Machinery,USD,2022-01-29,2022-01-29,21.5,7257.8,13636.0,21.7,301900.4,10335.01,4,2,0.0,0.344,0.2367,0.5595,,1,False
SHP-101016376,CMA_CGM,Guangzhou,Bremen,sea,In_Transit,Machinery,CNY,2024-06-16,2024-06-30,349.0,20924.5,2294.3,4.41,589345.01,8837.98,6,0,0.0,0.1204,0.5284,0.0801,,2,True
SHP-102918796,FedEx,Dubai,Barcelona,sea,Delayed,Perishables,SGD,2023-08-31,2023-09-05,127.1,13308.5,1579.5,2.07,5073.02,377.56,24,1,22.1,0.4251,0.0871,0.2115,,3,False
SHP-102889767,HMM,Mundra,Genoa,sea,At_Port,Automotive,USD,2023-12-05,2023-12-14,238.9,15775.0,4314.5,15.86,49498.84,2787.18,7,0,0.0,0.4008,0.161,0.3547,,2,True
SHP-100298885,Evergreen,Sydney,New_York,sea,In_Transit,Consumer_Goods,AED,2023-06-26,2023-07-24,695.0,18450.3,17488.6,66.19,322245.21,3870.98,9,0,0.0,0.3014,0.4534,0.3735,,1,True
SHP-103048208,COSCO,Busan,Miami,sea,Delivered,Chemicals,EUR,2023-07-06,2023-07-31,622.1,10304.9,11755.9,28.67,51732.81,3044.25,8,5,65.8,0.3978,0.0955,0.1666,,4,True
SHP-104951118,Evergreen,Chennai,Sydney,sea,On_Schedule,Consumer_Goods,EUR,2022-09-14,2022-10-13,704.2,10461.9,86845.1,151.08,3970.04,177.5,12,1,0.0,0.1984,0.2192,0.1719,,3,True
SHP-101872998,Kuehne_Nagel,Mumbai,Baltimore,sea,In_Transit,Food_Beverage,AED,2024-08-23,2024-09-03,277.5,14529.3,199.3,0.39,57571.87,2340.45,3,0,0.0,0.3935,0.1764,0.0654,,3,False
SHP-104586024,Evergreen,Mundra,Bremen,sea,In_Transit,Perishables,SGD,2024-05-20,2024-06-15,633.0,11074.3,7349.1,21.09,4993.81,207.49,4,5,0.0,0.3017,0.1156,0.0377,,2,True
SHP-102991944,UPS,Dubai,Barcelona,sea,At_Port,Chemicals,GBP,2022-11-13,2022-12-03,488.4,19029.7,21074.5,48.64,168112.19,8945.68,23,0,0.0,0.1838,0.1259,0.0817,,1,True
SHP-104701625,CMA_CGM,Singapore,Genoa,sea,In_Transit,Perishables,USD,2022-04-18,2022-05-14,635.1,20891.8,1361.1,1.84,96533.3,2627.86,10,1,0.0,0.0664,0.3914,0.6524,,1,True
SHP-104716383,Evergreen,Tanjung_Pelepas,Valencia,rail,On_Schedule,Textiles,SGD,2023-07-02,2023-07-03,31.8,5185.1,123.9,0.17,70525.19,2863.58,15,4,0.0,0.2001,0.1503,0.5546,,2,False
SHP-101802054,COSCO,Rotterdam,Rotterdam,sea,On_Schedule,Chemicals,GBP,2024-01-26,2024-02-04,231.5,2393.9,838.2,2.23,202780.38,10832.93,2,5,0.0,0.1905,0.2554,0.1664,,4,True
SHP-102240143,Kuehne_Nagel,Singapore,Miami,rail,In_Transit,Machinery,SGD,2022-11-16,2022-11-24,208.0,2404.5,22318.4,43.69,305224.59,21381.26,4,1,0.0,0.0345,0.3351,0.3697,,2,True
SHP-102520887,COSCO,Port_Klang,Miami,sea,In_Transit,Food_Beverage,USD,2022-02-10,2022-02-19,230.3,15685.4,621.6,0.95,6328.27,488.55,17,5,0.0,0.4747,0.1023,0.446,,1,True
SHP-101377234,ONE,Chennai,Bremen,sea,Delayed,Automotive,EUR,2023-09-14,2023-10-03,476.5,16660.3,202.3,0.43,11059.82,356.44,13,3,25.8,0.3356,0.4557,0.4787,,4,True
SHP-102063954,COSCO,Tanjung_Pelepas,Baltimore,air,On_Schedule,Textiles,AED,2023-04-23,2023-04-23,20.7,13644.5,9059.5,14.85,19312.45,301.8,21,1,0.0,0.2357,0.0115,0.2301,,3,False
SHP-102405833,Kuehne_Nagel,Mundra,Le_Havre,air,At_Port,Chemicals,CNY,2024-01-25,2024-01-25,13.3,10545.5,19072.8,52.15,28656.93,1939.39,9,5,0.0,0.3808,0.225,0.3358,-14.6,1,False
SHP-100517716,Evergreen,Sydney,Le_Havre,sea,On_Schedule,Machinery,EUR,2022-03-08,2022-03-29,505.4,12812.0,17438.6,40.69,54862.07,869.93,1,5,0.0,0.5506,0.2171,0.29,,4,True
SHP-102353502,Maersk,Singapore,Baltimore,rail,Critical_Delay,Automotive,EUR,2022-01-27,2022-01-31,113.9,976.5,14150.2,32.86,99247.63,977.19,5,3,27.4,0.2162,0.1303,0.6946,,2,True
SHP-103668842,ONE,Shanghai,Le_Havre,sea,On_Schedule,Machinery,CNY,2024-09-20,2024-09-28,214.7,13784.4,52539.9,67.19,10010.27,627.58,24,0,0.0,0.2895,0.4856,0.4147,,1,False
SHP-100942065,Maersk,Shanghai,Hamburg,sea,At_Port,Consumer_Goods,SGD,2024-05-10,2024-06-05,632.5,2703.1,25063.6,77.43,6188.56,388.11,8,1,0.0,0.6749,0.0701,0.2645,28.3,4,False
SHP-104229379,ONE,Sydney,Savannah,rail,In_Transit,Pharmaceuticals,USD,2024-07-12,2024-07-21,236.7,1800.3,476.9,1.04,14173.32,178.7,6,0,0.0,0.1764,0.407,0.717,,1,True
SHP-100411531,ONE,Tanjung_Pelepas,Antwerp,road,Delayed,Consumer_Goods,USD,2023-01-09,2023-01-12,85.1,594.1,70917.4,218.49,78799.99,1819.06,13,3,3.3,0.1493,0.21,0.7661,,1,False
SHP-103422523,CMA_CGM,Mundra,Baltimore,sea,Delayed,Chemicals,USD,2023-01-18,2023-01-24,156.1,924.6,7995.6,13.16,1073.72,84.45,2,2,15.3,0.202,0.0642,0.4217,22.1,4,False
SHP-101072504,Yang_Ming,Ningbo,Miami,sea,Delayed,Automotive,SGD,2022-09-10,2022-10-08,685.3,5004.3,441.4,0.7,8726.53,346.55,14,1,35.6,0.0723,0.02,0.3339,,2,False
SHP-102370390,ONE,Jebel_Ali,Piraeus,air,On_Schedule,Chemicals,EUR,2022-02-24,2022-02-26,59.9,9181.2,1096.7,1.44,605311.09,27893.77,24,5,0.0,0.1882,0.032,0.1488,-3.8,3,True
SHP-100066203,MSC,Port_Klang,Genoa,sea,At_Port,Pharmaceuticals,AED,2023-04-28,2023-05-11,320.2,19972.9,21907.3,32.24,51003.57,2543.08,21,4,0.0,0.16,0.1378,0.2761,,2,True
SHP-100262011,CMA_CGM,Tanjung_Pelepas,Bremen,sea,In_Transit,Raw_Materials,GBP,2023-07-21,2023-08-19,710.4,4348.8,120634.9,513.14,88277.09,5029.33,21,4,0.0,0.3455,0.3987,0.0818,-1.9,3,True
SHP-103098782,Yang_Ming,Colombo,Antwerp,rail,On_Schedule,Electronics,USD,2022-08-11,2022-08-15,105.4,4873.5,247.9,1.15,7487.92,493.75,16,3,0.0,0.251,0.6479,0.3737,,4,True
SHP-101688010,ZIM,Colombo,Piraeus,air,Delayed,Perishables,AED,2023-09-06,2023-09-08,65.5,8724.7,210.2,0.39,46821.04,3155.26,4,3,37.5,0.184,0.0615,0.3595,,4,False
SHP-104099225,Evergreen,Mumbai,Genoa,air,On_Schedule,Consumer_Goods,AED,2022-10-20,2022-10-20,19.2,13569.1,153.1,0.21,92547.58,2986.71,23,3,0.0,0.3142,0.1179,0.2256,,1,True
SHP-100500832,UPS,Antwerp,Houston,sea,On_Schedule,Raw_Materials,USD,2022-07-01,2022-07-05,113.9,14253.0,3630.9,16.3,642264.66,28148.97,16,0,0.0,0.2882,0.0585,0.3562,,2,True
SHP-102532119,FedEx,Jebel_Ali,Genoa,rail,On_Schedule,Food_Beverage,EUR,2022-02-22,2022-02-24,62.3,3608.8,7651.4,25.19,124461.36,1530.27,19,4,0.0,0.4986,0.1584,0.1039,,1,False
SHP-103966026,ONE,Guangzhou,Valencia,sea,On_Schedule,Raw_Materials,SGD,2023-10-03,2023-10-28,620.0,3483.8,5870.6,8.85,64215.1,2736.75,8,2,0.0,0.4163,0.0114,0.2529,,2,False
SHP-103085287,Maersk,Colombo,Genoa,road,On_Schedule,Automotive,SGD,2022-09-05,2022-09-12,172.0,1669.0,513.6,0.76,87664.87,6932.74,15,1,0.0,0.0735,0.025,0.4437,-1.4,3,True
SHP-102364358,MSC,Melbourne,Miami,sea,Delayed,Perishables,SGD,2023-05-31,2023-06-04,113.3,1397.5,7341.3,14.17,389738.77,28939.99,2,5,19.7,0.456,0.3322,0.1463,,3,True
SHP-103620778,FedEx,Melbourne,Felixstowe,road,On_Schedule,Pharmaceuticals,CNY,2024-04-13,2024-04-15,62.7,2436.8,5789.6,24.76,1396821.28,52279.73,1,5,0.0,0.5143,0.1926,0.3825,-11.2,1,False
SHP-100670005,HMM,Colombo,Hamburg,sea,Delayed,Textiles,GBP,2023-08-24,2023-09-16,559.1,20886.1,6528.3,9.28,2032.41,76.6,23,0,30.0,0.0575,0.1777,0.2546,,3,False
SHP-100868842,Hapag-Lloyd,Felixstowe,Mumbai,rail,Delayed,Raw_Materials,AED,2023-07-16,2023-07-17,47.1,3572.2,34.9,0.05,27390.16,688.94,8,0,35.4,0.2354,0.127,0.6288,,4,False
SHP-101102616,HMM,Colombo,Dubai,road,On_Schedule,Electronics,CNY,2023-02-04,2023-02-12,203.4,7501.7,3667.3,6.91,25277.29,1221.71,4,5,0.0,0.37,0.5976,0.8711,,4,True
SHP-100689913,HMM,Guangzhou,Antwerp,sea,Delayed,Electronics,AED,2023-07-30,2023-08-25,646.9,8882.7,625.4,1.21,55335.95,1169.26,17,1,26.6,0.3037,0.4671,0.3722,,4,True
SHP-103572716,DB_Schenker,Jebel_Ali,Savannah,air,On_Schedule,Raw_Materials,EUR,2024-12-03,2024-12-05,69.3,4036.1,20598.1,76.23,6250.97,89.06,20,2,0.0,0.5561,0.122,0.3072,,2,False
SHP-104215669,DB_Schenker,Singapore,Rotterdam,air,In_Transit,Automotive,CNY,2022-08-16,2022-08-17,43.3,7610.6,2553.1,3.62,71928.64,4167.75,20,5,0.0,0.352,0.1022,0.4198,,1,False
SHP-101427968,Yang_Ming,Chennai,Mumbai,air,Delayed,Textiles,EUR,2022-04-25,2022-04-26,28.4,14539.9,4680.4,17.41,8756.44,470.2,11,0,41.5,0.4491,0.2482,0.2389,26.6,3,False
SHP-101033625,COSCO,Antwerp,Los_Angeles,air,On_Schedule,Consumer_Goods,EUR,2023-11-20,2023-11-21,30.5,11230.0,561.0,0.84,54973.73,929.41,24,3,0.0,0.1369,0.0712,0.5529,-1.2,3,False
SHP-102363930,UPS,Ningbo,Savannah,air,Delayed,Food_Beverage,AED,2022-11-04,2022-11-05,33.5,3243.1,223.9,0.37,490050.15,7771.38,2,5,12.3,0.1392,0.0492,0.408,,4,False
SHP-100623709,FedEx,Tanjung_Pelepas,Antwerp,sea,Critical_Delay,Machinery,SGD,2023-07-02,2023-07-17,380.7,13967.1,15414.8,21.8,299856.95,10911.3,5,5,23.3,0.1401,0.1216,0.5336,,2,True
SHP-104133680,ZIM,Port_Klang,Piraeus,road,In_Transit,Pharmaceuticals,CNY,2024-04-16,2024-04-20,119.6,2054.2,2511.0,4.68,5206.29,270.26,18,4,0.0,0.1877,0.3966,0.5809,,1,True
SHP-103559480,UPS,Sydney,Hamburg,road,Critical_Delay,Electronics,CNY,2024-01-09,2024-01-16,185.6,4199.7,174.9,0.29,10282.07,229.54,15,0,47.4,0.3887,0.2616,0.4561,,2,True
SHP-102661546,FedEx,Felixstowe,Barcelona,sea,On_Schedule,Food_Beverage,CNY,2023-02-04,2023-02-12,197.6,7634.7,83676.7,294.67,341243.76,10553.26,15,3,0.0,0.6795,0.3022,0.5099,,1,True
SHP-101910353,Evergreen,Shanghai,Le_Havre,rail,On_Schedule,Textiles,EUR,2022-01-07,2022-01-10,85.6,7147.0,1550.7,2.08,32071.94,176.84,9,3,0.0,0.5936,0.0745,0.1586,,1,True
SHP-103695372,Hapag-Lloyd,Busan,Miami,sea,On_Schedule,Perishables,SGD,2023-01-04,2023-01-10,148.6,10471.3,3227.4,5.53,528610.57,32789.15,15,1,0.0,0.5849,0.0389,0.4325,,2,True
SHP-104200965,Evergreen,Ningbo,Bremen,air,Critical_Delay,Electronics,USD,2023-09-28,2023-09-30,70.9,14643.8,158.7,0.41,36272.04,1431.27,19,1,9.2,0.3036,0.2352,0.0791,-13.2,3,True
SHP-102663058,DB_Schenker,Dubai,Dubai,sea,In_Transit,Machinery,SGD,2023-05-24,2023-06-07,342.1,12723.4,11581.6,21.5,50393.69,480.3,18,1,0.0,0.0744,0.2222,0.4629,,2,True
SHP-104099600,HMM,Melbourne,Rotterdam,sea,On_Schedule,Machinery,CNY,2023-01-18,2023-02-02,369.5,20749.2,3923.5,5.02,213654.63,8522.64,19,4,0.0,0.446,0.3334,0.1048,-10.3,3,False
SHP-104698071,DHL,Port_Klang,Felixstowe,sea,Customs_Hold,Electronics,SGD,2023-03-22,2023-04-01,243.2,1977.3,110.5,0.45,11646.32,332.53,24,2,0.0,0.1094,0.4834,0.6695,,1,False
SHP-101710189,DHL,Tanjung_Pelepas,Bremen,sea,In_Transit,Food_Beverage,USD,2022-07-28,2022-08-05,205.1,13181.1,7916.5,27.23,45634.24,628.09,12,4,0.0,0.3429,0.0228,0.3553,9.2,2,True
SHP-104308382,UPS,Jebel_Ali,Valencia,air,Delayed,Automotive,AED,2023-08-21,2023-08-23,62.7,7740.7,1653.0,2.93,877323.86,19244.96,22,4,18.9,0.2122,0.1623,0.1176,,4,False
SHP-100345482,Maersk,Jebel_Ali,New_York,air,Delayed,Food_Beverage,EUR,2024-02-12,2024-02-14,58.6,11271.1,839.6,3.38,237103.16,5980.52,13,5,47.6,0.2237,0.2698,0.1939,,1,True
SHP-100586619,ZIM,Sydney,Miami,sea,In_Transit,Raw_Materials,AED,2023-02-26,2023-03-26,679.4,17039.1,270.2,0.47,66081.75,3697.35,21,5,0.0,0.4793,0.3402,0.1219,,1,True
SHP-100924954,DB_Schenker,Singapore,Rotterdam,rail,In_Transit,Pharmaceuticals,SGD,2022-11-18,2022-11-23,125.0,3669.5,292.8,0.94,9938.88,259.22,2,0,0.0,0.1411,0.1732,0.6873,,1,False
SHP-103892905,Maersk,Sydney,Genoa,rail,Delayed,Consumer_Goods,AED,2023-05-17,2023-05-19,52.1,776.8,10317.7,15.88,83432.94,3259.65,17,3,0.5,0.322,0.2118,0.3082,,2,False
SHP-103341573,FedEx,Shanghai,Valencia,sea,In_Transit,Electronics,CNY,2022-03-28,2022-04-14,430.8,9688.7,22761.9,30.55,3119.77,67.61,23,4,0.0,0.2028,0.2824,0.111,27.0,2,False
SHP-103212041,CMA_CGM,Felixstowe,Los_Angeles,air,On_Schedule,Textiles,EUR,2022-11-24,2022-11-26,62.7,11164.4,115346.3,165.6,173987.22,10508.13,8,4,0.0,0.1024,0.0629,0.125,,1,True
SHP-100200969,ONE,Chennai,Piraeus,sea,On_Schedule,Consumer_Goods,CNY,2022-05-10,2022-06-08,710.7,2555.0,788.1,2.54,232510.74,5515.75,23,0,0.0,0.1543,0.0876,0.292,21.9,2,False
SHP-103745116,Maersk,Singapore,New_York,sea,In_Transit,Textiles,SGD,2023-10-03,2023-10-20,422.9,17680.0,2788.0,10.92,1515.08,71.0,14,2,0.0,0.3415,0.4453,0.6998,-0.2,4,True
SHP-104929555,Kuehne_Nagel,Felixstowe,Dubai,sea,Critical_Delay,Food_Beverage,AED,2022-04-06,2022-04-29,554.2,20150.5,918.9,2.88,15821.92,1218.85,19,1,9.3,0.3308,0.3727,0.2177,14.0,3,False
SHP-100362546,Maersk,Hamburg,Miami,sea,At_Port,Machinery,CNY,2024-01-19,2024-01-25,151.3,19626.9,24693.7,42.35,1418.04,106.14,13,0,0.0,0.1069,0.0432,0.3327,,1,False
SHP-100554093,DHL,Sydney,Piraeus,rail,On_Schedule,Chemicals,USD,2024-08-20,2024-08-29,237.2,2622.4,2365.0,5.38,22475.37,446.5,13,3,0.0,0.0386,0.1707,0.1101,,4,False
SHP-104913408,Yang_Ming,Melbourne,Barcelona,sea,Delayed,Chemicals,GBP,2022-11-08,2022-11-19,268.8,11883.9,27.9,0.04,14685.81,1014.02,5,2,23.0,0.1923,0.0809,0.4892,,2,False
SHP-104675722,Evergreen,Tokyo,Singapore,sea,Customs_Hold,Automotive,EUR,2023-12-03,2023-12-14,283.4,13486.4,194.3,0.31,155905.42,10736.68,22,0,0.0,0.1124,0.109,0.4524,,1,False
SHP-100058481,DB_Schenker,Dubai,Barcelona,air,Delayed,Machinery,EUR,2024-09-06,2024-09-07,35.2,14758.5,7550.9,26.21,54731.05,2154.97,6,4,3.6,0.0266,0.3179,0.7358,-2.7,3,False
SHP-102184167,Maersk,Antwerp,Valencia,air,On_Schedule,Consumer_Goods,GBP,2022-07-05,2022-07-07,59.4,14824.4,6683.9,23.89,48020.98,3477.94,23,0,0.0,0.3563,0.2264,0.5618,19.4,3,True
SHP-100708856,Yang_Ming,Mundra,Miami,sea,On_Schedule,Automotive,AED,2022-03-24,2022-04-17,582.9,11238.2,109.9,0.22,173584.9,9322.44,6,0,0.0,0.2732,0.2418,0.0624,,1,True
SHP-104049170,Evergreen,Hamburg,Rotterdam,rail,In_Transit,Perishables,GBP,2023-05-25,2023-06-01,175.1,7490.9,376.7,0.52,104909.24,944.59,4,4,0.0,0.0216,0.4219,0.4154,,4,True
SHP-103252730,COSCO,Colombo,New_York,road,In_Transit,Chemicals,SGD,2024-04-10,2024-04-12,53.7,1058.1,4081.0,6.01,513081.08,29707.14,11,4,0.0,0.4265,0.1305,0.5062,,1,True
SHP-104393625,DB_Schenker,Singapore,Baltimore,rail,Delayed,Automotive,SGD,2023-08-26,2023-08-28,58.5,6549.4,279.1,0.36,16925.84,862.78,16,4,23.9,0.1936,0.1426,0.6743,,3,True
SHP-101197391,HMM,Singapore,Rotterdam,sea,In_Transit,Chemicals,USD,2022-05-10,2022-05-25,368.2,5361.3,1901.3,3.36,29270.36,2143.72,17,5,0.0,0.1266,0.3201,0.1214,-11.3,2,False
SHP-103192503,UPS,Rotterdam,Felixstowe,rail,Critical_Delay,Pharmaceuticals,USD,2024-05-18,2024-05-22,111.7,1670.1,311.1,1.34,240294.41,10144.41,8,5,65.6,0.1579,0.099,0.5115,-16.3,4,False
SHP-100278536,FedEx,Tanjung_Pelepas,Piraeus,sea,Customs_Hold,Pharmaceuticals,GBP,2023-06-20,2023-07-01,275.6,12784.3,2917.7,10.8,18969.87,1225.65,13,1,0.0,0.0847,0.5067,0.3354,18.8,3,True
